# lastUpdated: 2026-09-16T11:08:45.392Z
CourseCode,Section,Faculty,CourseTime,TotalSeat,TakenSeat,RoomId,Room
EEE499A,8,NCK,01:00 PM - 02:30 PM M,38,21,182,LIB608
EEE499A,9,STI,02:40 PM - 04:10 PM M,38,21,188,LIB610
EEE499A,10,SNS1,11:20 AM - 12:50 PM M,38,20,187,LIB609
EEE499A,11,AZK,11:20 AM - 12:50 PM R,38,20,192,SAC503
EEE499A,12,RTK,11:20 AM - 12:50 PM W,38,21,182,LIB608
EEE499A,13,SFR1,04:20 PM - 05:50 PM S,38,21,182,LIB608
EEE499A,14,FMZN,01:00 PM - 02:30 PM R,38,21,151,SAC502
EEE499A,15,Mdy,02:40 PM - 04:10 PM W,38,21,182,LIB608
EEE499A,16,MAQM,11:20 AM - 12:50 PM W,38,21,180,LIB606
EEE499A,17,MOJ,04:20 PM - 05:50 PM M,38,21,165,LIB603
EEE499A,18,AFE,11:20 AM - 12:50 PM S,38,21,180,LIB606
EEE499B,1,SZZ,08:00 AM - 09:30 AM T,38,22,151,SAC502
EEE499B,2,KAS,11:20 AM - 12:50 PM R,38,21,151,SAC502
EEE499B,3,RRn,01:00 PM - 02:30 PM T,38,18,182,LIB608
EEE499B,4,SLE,11:20 AM - 12:50 PM S,38,20,182,LIB608
EEE499B,5,KMM,11:20 AM - 12:50 PM S,38,22,179,LIB605
EEE499B,6,Mdy,01:00 PM - 02:30 PM W,38,21,182,LIB608
EEE499B,7,MOJ,04:20 PM - 05:50 PM W,38,21,165,LIB603
EEE499B,8,NbM,11:20 AM - 12:50 PM T,38,20,182,LIB608
EEE499B,9,SNS1,01:00 PM - 02:30 PM M,38,21,187,LIB609
EEE499B,10,AZK,01:00 PM - 02:30 PM R,38,2,192,SAC503
EEE499B,11,RTK,02:40 PM - 04:10 PM M,38,21,182,LIB608
EEE499B,12,SFR1,08:00 AM - 09:30 AM M,38,21,192,SAC503
EEE499B,13,MSRB,09:40 AM - 11:10 AM W,38,18,181,LIB607
EEE499B,14,ABO,01:00 PM - 02:30 PM W,38,0,180,LIB606
EEE499B,15,AFE,02:40 PM - 04:10 PM R,38,15,180,LIB606
EEE499B,16,STI,04:20 PM - 05:50 PM R,38,21,192,SAC503
EEE499B,17,NCK,09:40 AM - 11:10 AM W,38,0,179,LIB605
EEE512,1,TBA,07:00 PM - 10:10 PM F,38,9,45,SAC305
EEE528,1,lih,07:00 PM - 10:10 PM T,38,8,200,SAC316
EEE534,1,FMZN,07:00 PM - 10:10 PM M,13,13,200,SAC316
EEE546,1,SLE,03:00 PM - 06:00 PM F,38,38,162,SAC511
EEE552,1,AJH,07:00 PM - 10:10 PM W,38,12,200,SAC316
EEE589,1,Azk,09:00 AM - 12:00 PM F,38,24,162,SAC511
EEE597,1,STI,07:00 PM - 10:10 PM R,38,14,162,SAC511
EEE660,1,NbM,07:00 PM - 10:10 PM S,9,9,200,SAC316
EEE660,2,Shaifur,07:00 PM - 10:10 PM S,3,3,162,SAC511
EMB500,1,TBA,07:00 PM - 10:10 PM R,30,2,146,NAC992
EMB500,2,IAD,07:00 PM - 10:10 PM A,30,4,146,NAC992
EMB500,3,SRUA,12:15 PM - 02:45 PM A,0,0,246,NAC1077
EMB501,1,AbSA,07:00 PM - 10:10 PM F,30,6,4,NAC604
EMB502,1,GrG,07:00 PM - 10:10 PM R,30,6,3,NAC603
EMB510,1,AWKm,09:00 AM - 12:30 PM F,30,8,175,NAC619
EMB520,1,Mjj,07:00 PM - 10:10 PM A,30,4,360,NAC512A
EMB601,1,NZQ,07:00 PM - 10:10 PM R,30,7,2,NAC602
EMB602,1,Tfq,07:00 PM - 10:10 PM A,30,28,13,NAC508
EMB620,1,Miz,07:00 PM - 10:10 PM F,30,18,1,NAC601
EMB650,1,AdZ,07:00 PM - 10:10 PM F,30,13,2,NAC602
EMB660,1,AUM,09:00 AM - 12:30 PM F,30,10,3,NAC603
EMB670,1,IRH,07:00 PM - 10:10 PM R,30,20,360,NAC512A
EMB690,1,MHDN,07:00 PM - 10:10 PM A,30,16,15,NAC510
EMPG500,1,RZK,09:30 AM - 12:00 PM A,35,0,246,NAC1077
EMPG510,1,RZU,03:15 PM - 05:45 PM A,35,0,248,NAC1079
EMPG515,2,MFM,02:30 PM - 05:30 PM F,35,0,246,NAC1077
EMPG520,1,ZIM,09:30 AM - 12:00 PM A,35,0,248,NAC1079
EMPG530,2,MFM,09:30 AM - 12:30 PM F,35,0,246,NAC1077
EMPG540,2,DVC,02:30 PM - 05:30 PM F,35,0,248,NAC1079
EMPG555,2,MGH,06:00 PM - 09:10 PM F,35,0,248,NAC1079
EMPG570,2,SKT,12:15 PM - 02:45 PM A,35,0,248,NAC1079
EMPH601,1,ZZS,03:00 PM - 06:00 PM F,40,2,55,SAC207
EMPH605,1,MZIm,TBA,45,0,0,TBA
EMPH609,1,MZIm,07:30 AM - 10:30 AM F,40,0,55,SAC207
EMPH611,1,TBA,07:30 AM - 10:30 AM F,40,0,66,SAC209
EMPH631,1,TBA,06:10 PM - 09:00 PM F,40,0,56,SAC208
EMPH642,1,SBAH,10:35 AM - 01:20 PM F,40,0,67,SAC210
EMPH644,1,SMSR,06:10 PM - 09:00 PM F,40,6,66,SAC209
EMPH653,1,TBA,10:35 AM - 01:20 PM F,40,7,47,SAC307
EMPH663,1,SzP,06:10 PM - 09:00 PM F,40,0,68,SAC211
EMPH672,1,HtN,10:35 AM - 01:20 PM F,40,2,56,SAC208
EMPH681,1,BCh,10:35 AM - 01:20 PM F,40,1,66,SAC209
EMPH704,1,ZqAA,07:30 AM - 10:30 AM F,40,0,68,SAC211
EMPH711,1,Hmn,07:30 AM - 10:30 AM F,40,1,67,SAC210
EMPH712,1,SMSR,10:35 AM - 01:20 PM F,40,0,55,SAC207
EMPH713,1,BCh,07:30 AM - 10:30 AM F,40,1,56,SAC208
EMPH742,1,MTI,03:00 PM - 06:00 PM F,40,1,56,SAC208
EMPH805,1,MZIm,TBA,45,2,0,TBA
EMPH806,1,MZIm,TBA,45,6,0,TBA
EMPH842,1,HtN,06:10 PM - 09:00 PM F,40,2,67,SAC210
ENG103,1,TBA,08:00 AM - 09:30 AM ST,35,35,129,NAC214
ENG103,2,TBA,08:00 AM - 09:30 AM ST,40,40,144,NAC990
ENG103,3,MHn,08:00 AM - 09:30 AM ST,40,40,145,NAC991
ENG103,4,FzM,09:40 AM - 11:10 AM ST,40,40,130,NAC215
ENG103,5,AtB,09:40 AM - 11:10 AM ST,40,40,16,NAC409
ENG103,6,MHn,09:40 AM - 11:10 AM ST,40,40,121,NAC514
ENG103,7,Ssy,09:40 AM - 11:10 AM ST,42,42,144,NAC990
ENG103,8,LMh,11:20 AM - 12:50 PM ST,40,39,24,NAC208
ENG103,9,NCA,01:00 PM - 02:30 PM ST,40,40,23,NAC207
ENG103,10,SuT,01:00 PM - 02:30 PM ST,40,40,41,NAC408
ENG103,11,TSHN,01:00 PM - 02:30 PM ST,40,40,198,SAC314
ENG103,12,NCA,04:20 PM - 05:50 PM ST,40,39,23,NAC207
ENG103,13,SLI,04:20 PM - 05:50 PM ST,40,40,26,NAC210
ENG103,14,SAKB,04:20 PM - 05:50 PM ST,40,40,41,NAC408
ENG103,15,TZN,04:20 PM - 05:50 PM ST,40,40,16,NAC409
ENG103,16,Sye,08:00 AM - 09:30 AM MW,41,40,24,NAC208
ENG103,17,TRn,08:00 AM - 09:30 AM MW,40,40,41,NAC408
ENG103,18,AtB,09:40 AM - 11:10 AM MW,35,35,71,NAC203
ENG103,19,FHs,09:40 AM - 11:10 AM MW,40,40,23,NAC207
ENG103,20,TRn,11:20 AM - 12:50 PM MW,40,40,23,NAC207
ENG103,21,LMh,11:20 AM - 12:50 PM MW,40,40,121,NAC514
ENG103,22,FHs,01:00 PM - 02:30 PM MW,40,40,23,NAC207
ENG103,23,FAA,01:00 PM - 02:30 PM MW,40,40,58,NAC302
ENG103,24,Szi,01:00 PM - 02:30 PM MW,40,40,16,NAC409
ENG103,25,RNS,02:40 PM - 04:10 PM MW,40,40,121,NAC514
ENG103,26,SSA2,04:20 PM - 05:50 PM MW,40,40,58,NAC302
ENG103,27,FAA,04:20 PM - 05:50 PM MW,40,40,16,NAC409
ENG103,28,AIZ,08:00 AM - 09:30 AM RA,35,35,71,NAC203
ENG103,29,SEI,08:00 AM - 09:30 AM RA,40,40,130,NAC215
ENG103,30,NHU,08:00 AM - 09:30 AM RA,40,40,41,NAC408
ENG103,31,RT1,08:00 AM - 09:30 AM RA,40,13,18,NAC411
ENG103,32,DBs,08:00 AM - 09:30 AM RA,40,19,8,NAC503
ENG103,33,TAA,08:00 AM - 09:30 AM RA,40,40,10,NAC505
ENG103,34,TBA,08:00 AM - 09:30 AM RA,40,18,14,NAC509
ENG103,35,NSj,08:00 AM - 09:30 AM RA,40,40,144,NAC990
ENG103,36,AIZ,09:40 AM - 11:10 AM RA,40,40,22,NAC206
ENG103,37,RBI,09:40 AM - 11:10 AM RA,40,40,23,NAC207
ENG103,38,TBA,09:40 AM - 11:10 AM RA,40,35,130,NAC215
ENG103,39,MOE,09:40 AM - 11:10 AM RA,40,40,41,NAC408
ENG103,40,TTM,09:40 AM - 11:10 AM RA,40,21,16,NAC409
ENG103,41,TBA,09:40 AM - 11:10 AM RA,40,22,8,NAC503
ENG103,42,RT1,09:40 AM - 11:10 AM RA,40,17,10,NAC505
ENG103,43,NHU,09:40 AM - 11:10 AM RA,41,41,11,NAC506
ENG103,44,TBA,09:40 AM - 11:10 AM RA,40,20,14,NAC509
ENG103,45,RTU,09:40 AM - 11:10 AM RA,35,35,49,SAC309
ENG103,46,NWH,11:20 AM - 12:50 PM RA,35,35,71,NAC203
ENG103,47,RBI,11:20 AM - 12:50 PM RA,40,40,23,NAC207
ENG103,48,TZN,11:20 AM - 12:50 PM RA,40,40,130,NAC215
ENG103,49,TAA,11:20 AM - 12:50 PM RA,40,40,10,NAC505
ENG103,50,STO,01:00 PM - 02:30 PM RA,35,35,71,NAC203
ENG103,51,AIZ,01:00 PM - 02:30 PM RA,40,40,22,NAC206
ENG103,52,MYL,01:00 PM - 02:30 PM RA,40,40,61,NAC305
ENG103,53,TTM,01:00 PM - 02:30 PM RA,40,23,16,NAC409
ENG103,54,TBA,01:00 PM - 02:30 PM RA,40,20,7,NAC502
ENG103,55,SNCY,01:00 PM - 02:30 PM RA,40,40,341,NAC515
ENG103,56,RT1,01:00 PM - 02:30 PM RA,40,16,174,NAC621
ENG103,57,HRKN,01:00 PM - 02:30 PM RA,40,40,144,NAC990
ENG103,58,RBI,02:40 PM - 04:10 PM RA,40,17,23,NAC207
ENG103,59,TBA,02:40 PM - 04:10 PM RA,40,16,24,NAC208
ENG103,60,ZQH,02:40 PM - 04:10 PM RA,35,35,129,NAC214
ENG103,61,STO,02:40 PM - 04:10 PM RA,40,25,130,NAC215
ENG103,62,NWH,02:40 PM - 04:10 PM RA,40,40,41,NAC408
ENG103,63,MYL,02:40 PM - 04:10 PM RA,40,39,10,NAC505
ENG103,64,ZNP,04:20 PM - 05:50 PM RA,40,40,26,NAC210
ENG103,65,ZQH,04:20 PM - 05:50 PM RA,35,35,129,NAC214
ENG103,66,MZ,04:20 PM - 05:50 PM RA,40,40,130,NAC215
ENG103,67,HRKN,04:20 PM - 05:50 PM RA,40,40,58,NAC302
ENG103,68,HYM,04:20 PM - 05:50 PM RA,40,40,17,NAC410
ENG103,69,ANO,04:20 PM - 05:50 PM RA,40,40,341,NAC515
ENG103,71,SZn,02:40 PM - 04:10 PM MW,40,40,3,NAC603
ENG103,72,TBA,09:40 AM - 11:10 AM MW,30,30,70,NAC202
ENG103,73,SuT,02:40 PM - 04:10 PM MW,30,30,70,NAC202
ENG103,74,TBA,09:40 AM - 11:10 AM ST,40,40,156,NAC620
ENG103,75,TBA,09:40 AM - 11:10 AM MW,40,40,156,NAC620
ENG103,76,RNS,11:20 AM - 12:50 PM MW,40,40,156,NAC620
ENG103,77,SAKB,02:40 PM - 04:10 PM ST,40,40,63,NAC307
ENG103,78,SNCY,08:00 AM - 09:30 AM MW,35,35,195,NAC313
ENG105,1,MCY,08:00 AM - 09:30 AM ST,35,35,71,NAC203
ENG105,2,IKD,08:00 AM - 09:30 AM ST,40,40,130,NAC215
ENG105,3,SSA2,02:40 PM - 04:10 PM ST,40,40,130,NAC215
ENG105,4,MZ,04:20 PM - 05:50 PM ST,35,35,71,NAC203
ENG105,5,TBA,04:20 PM - 05:50 PM ST,40,40,17,NAC410
ENG105,6,NHU,08:00 AM - 09:30 AM MW,35,35,129,NAC214
ENG105,7,IKD,08:00 AM - 09:30 AM MW,40,40,341,NAC515
ENG105,8,PMZ,01:00 PM - 02:30 PM MW,35,35,49,SAC309
ENG105,9,PMZ,04:20 PM - 05:50 PM MW,40,40,22,NAC206
ENG105,10,RTU,08:00 AM - 09:30 AM RA,40,40,25,NAC209
ENG105,11,SHq,08:00 AM - 09:30 AM RA,40,13,16,NAC409
ENG105,12,Ndm,08:00 AM - 09:30 AM RA,40,16,121,NAC514
ENG105,13,SNCY,08:00 AM - 09:30 AM RA,40,27,341,NAC515
ENG105,14,SHq,09:40 AM - 11:10 AM RA,40,40,21,NAC310
ENG105,15,Ndm,09:40 AM - 11:10 AM RA,40,40,121,NAC514
ENG105,16,NSj,09:40 AM - 11:10 AM RA,40,40,144,NAC990
ENG105,17,NSL,11:20 AM - 12:50 PM RA,40,40,24,NAC208
ENG105,18,SAKB,11:20 AM - 12:50 PM RA,40,40,16,NAC409
ENG105,19,SNCY,11:20 AM - 12:50 PM RA,40,40,341,NAC515
ENG105,20,TBA,11:20 AM - 12:50 PM RA,40,22,144,NAC990
ENG105,21,MZ,01:00 PM - 02:30 PM RA,40,40,24,NAC208
ENG105,22,STSd,01:00 PM - 02:30 PM RA,35,35,129,NAC214
ENG105,23,ZNP,02:40 PM - 04:10 PM RA,35,35,72,NAC204
ENG105,24,SAKB,02:40 PM - 04:10 PM RA,40,40,16,NAC409
ENG105,25,STSd,04:20 PM - 05:50 PM RA,40,13,23,NAC207
ENG105,26,NSL,04:20 PM - 05:50 PM RA,40,14,24,NAC208
ENG105,27,FTN,04:20 PM - 05:50 PM RA,40,40,10,NAC505
ENG105,28,ZQH,06:00 PM - 07:30 PM RA,35,8,129,NAC214
ENG105,29,ANO,06:00 PM - 07:30 PM RA,40,31,58,NAC302
ENG105,30,KHU,01:00 PM - 02:30 PM MW,30,30,70,NAC202
ENG111,1,TAA,08:00 AM - 09:30 AM ST,40,40,23,NAC207
ENG111,2,TBA,08:00 AM - 09:30 AM ST,40,9,58,NAC302
ENG111,3,SDMA,08:00 AM - 09:30 AM ST,40,40,341,NAC515
ENG111,4,TAA,09:40 AM - 11:10 AM ST,35,35,71,NAC203
ENG111,5,NPn,09:40 AM - 11:10 AM ST,40,40,24,NAC208
ENG111,6,HMe,09:40 AM - 11:10 AM ST,40,36,58,NAC302
ENG111,7,FAA,01:00 PM - 02:30 PM ST,40,40,144,NAC990
ENG111,8,AHRF,01:00 PM - 02:30 PM ST,35,35,49,SAC309
ENG111,9,FzM,02:40 PM - 04:10 PM ST,35,35,71,NAC203
ENG111,10,FAA,02:40 PM - 04:10 PM ST,40,40,341,NAC515
ENG111,11,AHRF,04:20 PM - 05:50 PM ST,35,35,49,SAC309
ENG111,12,NSj,08:00 AM - 09:30 AM MW,40,19,144,NAC990
ENG111,13,NPn,09:40 AM - 11:10 AM MW,40,40,130,NAC215
ENG111,14,MNK,09:40 AM - 11:10 AM MW,40,30,341,NAC515
ENG111,15,SZn,09:40 AM - 11:10 AM MW,40,24,144,NAC990
ENG111,16,NSj,11:20 AM - 12:50 PM MW,40,40,58,NAC302
ENG111,17,SZn,11:20 AM - 12:50 PM MW,40,34,144,NAC990
ENG111,18,MNK,11:20 AM - 12:50 PM MW,40,35,145,NAC991
ENG111,19,NCA,04:20 PM - 05:50 PM MW,40,40,18,NAC411
ENG111,21,MCY,01:00 PM - 02:30 PM RA,40,40,121,NAC514
ENG111,22,TSHN,02:40 PM - 04:10 PM RA,40,40,58,NAC302
ENG111,23,MCY,09:40 AM - 11:10 AM ST,30,30,70,NAC202
ENG115,1,SDMA,09:40 AM - 11:10 AM ST,40,36,341,NAC515
ENG115,2,Szi,11:20 AM - 12:50 PM ST,40,40,23,NAC207
ENG115,3,AtB,01:00 PM - 02:30 PM ST,40,40,121,NAC514
ENG115,4,SSA2,01:00 PM - 02:30 PM MW,40,40,24,NAC208
ENG115,5,AtB,01:00 PM - 02:30 PM MW,40,40,10,NAC505
ENG115,6,FTN,02:40 PM - 04:10 PM MW,40,25,130,NAC215
ENG115,7,KHU,02:40 PM - 04:10 PM MW,40,40,16,NAC409
ENG115,8,NCA,02:40 PM - 04:10 PM MW,40,39,13,NAC508
ENG115,9,LMh,04:20 PM - 05:50 PM MW,40,39,10,NAC505
ENG115,10,MOE,11:20 AM - 12:50 PM RA,40,26,41,NAC408
ENG115,11,TSHN,01:00 PM - 02:30 PM RA,40,39,58,NAC302
ENG210,1,SNu,09:40 AM - 11:10 AM ST,40,40,10,NAC505
ENG210,2,SNu,11:20 AM - 12:50 PM ST,40,40,10,NAC505
ENG210,3,SPn,02:40 PM - 04:10 PM MW,35,35,71,NAC203
ENG216,1,SRO,09:40 AM - 11:10 AM MW,40,40,16,NAC409
ENG216,2,FTN,01:00 PM - 02:30 PM RA,40,40,10,NAC505
ENG220,1,IKD,11:20 AM - 12:50 PM MW,40,34,341,NAC515
ENG220,2,SSA2,01:00 PM - 02:30 PM ST,40,40,130,NAC215
ENG220,3,LMh,04:20 PM - 05:50 PM ST,40,40,341,NAC515
ENG220,4,KHU,08:00 AM - 09:30 AM ST,40,32,121,NAC514
ENG230,1,HSh,09:40 AM - 11:10 AM MW,40,40,1,NAC601
ENG230,2,KHU,02:40 PM - 04:10 PM ST,40,40,41,NAC408
ENG230,3,MCY,11:20 AM - 12:50 PM RA,40,32,121,NAC514
ENG230,4,TSHN,04:20 PM - 05:50 PM ST,40,34,130,NAC215
ENG260,1,HSh,09:40 AM - 11:10 AM ST,40,37,1,NAC601
ENG302,1,SPn,11:20 AM - 12:50 PM ST,40,40,58,NAC302
ENG302,2,PMZ,02:40 PM - 04:10 PM ST,40,40,58,NAC302
ENG307,1,HMe,09:40 AM - 11:10 AM MW,40,40,58,NAC302
ENG307,2,HMe,08:00 AM - 09:30 AM MW,40,40,58,NAC302
ENG307,3,HMe,08:00 AM - 09:30 AM ST,40,36,10,NAC505
ENG334,1,MHn,11:20 AM - 12:50 PM MW,40,40,41,NAC408
ENG334,2,MHn,02:40 PM - 04:10 PM MW,40,34,41,NAC408
ENG337,1,MaNa,11:20 AM - 12:50 PM ST,40,12,41,NAC408
ENG337,2,PMZ,01:00 PM - 02:30 PM ST,40,40,58,NAC302
ENG341,1,IKD,11:20 AM - 12:50 PM ST,40,40,130,NAC215
ENG346,1,AQB,09:40 AM - 11:10 AM MW,40,35,10,NAC505
ENG351,1,SlQ,01:00 PM - 02:30 PM MW,40,40,145,NAC991
ENG361,1,SHq,08:00 AM - 09:30 AM ST,40,11,16,NAC409
ENG381,1,SNu,02:40 PM - 04:10 PM MW,40,25,10,NAC505
ENG401,1,TBA,01:00 PM - 02:30 PM MW,40,37,12,NAC507
ENG416,1,MSz2,02:40 PM - 04:10 PM MW,40,24,24,NAC208
ENG417,1,SRO,11:20 AM - 12:50 PM MW,40,40,16,NAC409
ENG417,2,TBA,04:20 PM - 05:50 PM MW,40,24,130,NAC215
ENG431,1,AQB,11:20 AM - 12:50 PM MW,40,16,10,NAC505
ENG441,1,Szi,01:00 PM - 02:30 PM ST,40,28,10,NAC505
ENG458,1,NM,02:40 PM - 04:10 PM ST,40,16,10,NAC505
ENG461,1,MHn,11:20 AM - 12:50 PM MW,40,40,41,NAC408
ENG461,2,MHn,02:40 PM - 04:10 PM MW,40,34,41,NAC408
ENG466,1,MaNa,11:20 AM - 12:50 PM ST,40,12,41,NAC408
ENG466,2,PMZ,01:00 PM - 02:30 PM ST,40,40,58,NAC302
ENG481,1,MaNa,11:20 AM - 12:50 PM MW,40,7,130,NAC215
ENG501,1,SHQ,06:00 PM - 09:00 PM A,35,30,246,NAC1077
ENG515,1,NM,06:00 PM - 09:10 PM S,35,14,147,NAC993
ENG520,1,Szi,06:00 PM - 09:10 PM S,35,1,6,NAC501
ENG522,1,AQB,06:00 PM - 09:10 PM T,35,10,6,NAC501
ENG524,2,HKN,06:00 PM - 09:10 PM W,35,7,246,NAC1077
ENG528,2,HKN,06:00 PM - 09:10 PM M,35,7,246,NAC1077
ENG552,1,SHQ,06:00 PM - 09:10 PM T,35,8,246,NAC1077
ENG553,1,SPn,06:00 PM - 09:10 PM W,35,0,6,NAC501
ENG555,1,SPn,06:00 PM - 09:10 PM M,35,3,6,NAC501
ENG557,1,SPn,06:00 PM - 09:10 PM S,35,1,7,NAC502
ENG570,1,SRO,06:00 PM - 09:10 PM R,35,19,6,NAC501
ENG575,1,MSz2,06:00 PM - 09:10 PM S,35,30,8,NAC503
ENG576,1,MSz2,06:00 PM - 09:10 PM T,35,20,8,NAC503
ENG578,1,SNu,06:00 PM - 09:10 PM M,35,22,8,NAC503
ENG580,1,SPn,06:00 PM - 09:10 PM W,35,19,8,NAC503
ENG602,1,AQB,06:00 PM - 09:10 PM S,35,16,9,NAC504
ENG603,1,AQB,TBA,25,0,0,TBA
ENG606,1,TBA,TBA,45,2,0,TBA
ENG611,1,MSz2,06:00 PM - 09:10 PM W,35,1,9,NAC504
ENG613,1,SLI,06:00 PM - 09:10 PM T,35,21,11,NAC506
ENG616,1,SRO,06:00 PM - 09:00 PM A,35,32,8,NAC503
ENG618,1,TBA,TBA,45,0,0,TBA
ENG631,1,SNu,06:00 PM - 09:10 PM W,35,11,11,NAC506
ENG632,1,TBA,06:00 PM - 09:10 PM M,35,12,11,NAC506
ENG637,1,TBA,TBA,45,1,0,TBA
ENV102,1,KMNH,02:40 PM - 04:10 PM ST,70,58,123,NAC311
ENV102,2,KMNH,11:20 AM - 12:50 PM MW,70,70,123,NAC311
ENV102,3,KYH,11:20 AM - 12:50 PM MW,35,35,198,SAC314
ENV107,1,NAKN,09:40 AM - 11:10 AM ST,70,47,136,OAT602
ENV107,2,NAKN,01:00 PM - 02:30 PM ST,70,70,136,OAT602
ENV107,3,NAKN,11:20 AM - 12:50 PM MW,35,35,52,SAC312
ENV107,4,Mdo,09:40 AM - 11:10 AM ST,70,70,123,NAC311
ENV107,5,Mdo,11:20 AM - 12:50 PM ST,70,70,122,NAC415
ENV107,6,ASUH,11:20 AM - 12:50 PM MW,75,74,122,NAC415
ENV107,7,MJHN,04:20 PM - 05:50 PM ST,70,33,122,NAC415
ENV107,8,LIZN,02:40 PM - 04:10 PM ST,35,35,49,SAC309
ENV107,9,RMKN,02:40 PM - 04:10 PM MW,71,71,123,NAC311
ENV107,10,RMKN,11:20 AM - 12:50 PM ST,35,35,198,SAC314
ENV107,11,YKB,09:40 AM - 11:10 AM MW,35,35,155,SAC205
ENV107,12,YKB,02:40 PM - 04:10 PM MW,35,35,52,SAC312
ENV107,13,EAA,09:40 AM - 11:10 AM RA,35,35,198,SAC314
ENV107,14,EAA,01:00 PM - 02:30 PM RA,70,70,123,NAC311
ENV107,15,EAA,02:40 PM - 04:10 PM RA,70,70,136,OAT602
ENV107,16,RjM,09:40 AM - 11:10 AM ST,70,34,122,NAC415
ENV107,17,RjM,01:00 PM - 02:30 PM MW,70,46,122,NAC415
ENV107,18,RjM,04:20 PM - 05:50 PM MW,30,29,132,SAC204
ENV107,19,RzR,11:20 AM - 12:50 PM MW,35,35,49,SAC309
ENV107,20,RzR,02:40 PM - 04:10 PM MW,35,35,49,SAC309
ENV107,21,ARK,01:00 PM - 02:30 PM RA,35,35,198,SAC314
ENV107,22,NlQ,09:40 AM - 11:10 AM RA,35,27,52,SAC312
ENV107,23,NlQ,01:00 PM - 02:30 PM RA,35,28,45,SAC305
ENV107,24,HRh,09:40 AM - 11:10 AM RA,35,17,45,SAC305
ENV107,25,HRh,11:20 AM - 12:50 PM RA,35,27,45,SAC305
ENV107,26,MQU,08:00 AM - 09:30 AM RA,35,35,155,SAC205
ENV107,27,TBA,08:00 AM - 09:30 AM ST,35,6,52,SAC312
ENV107,28,TBA,09:40 AM - 11:10 AM ST,35,15,198,SAC314
ENV107,29,TBA,02:40 PM - 04:10 PM MW,35,17,155,SAC205
ENV107,30,TBA,04:20 PM - 05:50 PM MW,35,8,198,SAC314
ENV107,31,SNQ,01:00 PM - 02:30 PM RA,35,29,49,SAC309
ENV107,32,SNQ,02:40 PM - 04:10 PM RA,35,35,52,SAC312
ENV107,33,TBA,02:40 PM - 04:10 PM RA,35,7,155,SAC205
ENV107L,1,YKB,08:00 AM - 09:30 AM ST,15,15,210,SAC726
ENV107L,2,YKB,09:40 AM - 11:10 AM ST,15,15,210,SAC726
ENV107L,3,YKB,11:20 AM - 12:50 PM ST,15,15,210,SAC726
ENV107L,4,AfI2,01:00 PM - 02:30 PM ST,15,15,210,SAC726
ENV107L,5,AfI2,02:40 PM - 04:10 PM ST,15,15,210,SAC726
ENV107L,6,AfI2,04:20 PM - 05:50 PM ST,15,15,210,SAC726
ENV107L,7,AfI2,01:00 PM - 02:30 PM ST,15,15,252,SAC726_V
ENV107L,8,AfI2,02:40 PM - 04:10 PM ST,15,15,252,SAC726_V
ENV107L,9,AfI2,04:20 PM - 05:50 PM ST,15,15,252,SAC726_V
ENV107L,10,AfI2,01:00 PM - 02:30 PM MW,15,15,210,SAC726
ENV107L,11,AfI2,02:40 PM - 04:10 PM MW,15,15,210,SAC726
ENV107L,12,AfI2,04:20 PM - 05:50 PM MW,15,15,210,SAC726
ENV107L,13,ASA2,08:00 AM - 09:30 AM RA,20,20,210,SAC726
ENV107L,14,ASA2,09:40 AM - 11:10 AM RA,20,20,210,SAC726
ENV107L,15,ASA2,11:20 AM - 12:50 PM RA,20,20,210,SAC726
ENV107L,16,ASA2,08:00 AM - 09:30 AM RA,20,20,252,SAC726_V
ENV107L,17,ASA2,09:40 AM - 11:10 AM RA,20,20,252,SAC726_V
ENV107L,18,ASA2,11:20 AM - 12:50 PM RA,20,20,252,SAC726_V
ENV107L,19,ASA2,08:00 AM - 09:30 AM RA,20,20,275,SAC726_V1
ENV107L,20,ASA2,09:40 AM - 11:10 AM RA,20,20,275,SAC726_V1
ENV107L,21,ASA2,11:20 AM - 12:50 PM RA,20,20,275,SAC726_V1
ENV107L,22,MNA3,01:00 PM - 02:30 PM RA,20,20,210,SAC726
ENV107L,23,MNA3,02:40 PM - 04:10 PM RA,20,19,210,SAC726
ENV107L,24,MNA3,04:20 PM - 05:50 PM RA,20,8,210,SAC726
ENV107L,25,MNA3,01:00 PM - 02:30 PM RA,20,20,252,SAC726_V
ENV107L,26,MNA3,02:40 PM - 04:10 PM RA,20,9,252,SAC726_V
ENV107L,27,MNA3,04:20 PM - 05:50 PM RA,20,3,252,SAC726_V
ENV107L,28,SSm1,08:00 AM - 09:30 AM ST,20,18,252,SAC726_V
ENV107L,29,SSm1,09:40 AM - 11:10 AM ST,20,20,252,SAC726_V
ENV107L,30,SSm1,11:20 AM - 12:50 PM ST,20,20,252,SAC726_V
ENV107L,31,SSm1,08:00 AM - 09:30 AM MW,20,16,210,SAC726
ENV107L,32,SSm1,09:40 AM - 11:10 AM MW,20,20,210,SAC726
ENV107L,33,SSm1,11:20 AM - 12:50 PM MW,20,20,210,SAC726
ENV107L,34,AHMn,08:00 AM - 09:30 AM MW,20,7,252,SAC726_V
ENV107L,35,AHMN,09:40 AM - 11:10 AM MW,20,20,252,SAC726_V
ENV107L,36,AHMN,11:20 AM - 12:50 PM MW,20,20,252,SAC726_V
